Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
"Psychologist, forensic",Entertainment,Decreasing,Moderate,106716.35,PhD,7,2889,8476,44.47,16.84,India,21.61
Sales executive,Entertainment,Decreasing,High,72282.95,High School,6,5815,2988,38.96,21.95,India,26.06
Planning and development surveyor,Finance,Decreasing,High,112373.51,Master’s Degree,2,8284,5764,9.97,26.3,India,72.6
"Scientist, physiological",Transportation,Increasing,High,69903.87,High School,11,6102,9004,25.08,69.25,China,43.61
Tax adviser,IT,Increasing,High,104490.27,Master’s Degree,9,7671,6427,46.71,81.6,Australia,55.08
Patent examiner,Transportation,Increasing,Moderate,53894.33,High School,1,7409,3801,54.94,66.71,India,57.65
Air cabin crew,Healthcare,Decreasing,Moderate,84585.7,Associate Degree,2,7830,3368,18.95,55.72,Germany,23.99
Occupational psychologist,Healthcare,Increasing,High,103173.71,Master’s Degree,16,5691,4688,98.49,78.83,Australia,74.61
Transport planner,Transportation,Increasing,Moderate,88194.9,PhD,11,8438,6675,71.26,78.54,Germany,75.52
Hydrogeologist,Entertainment,Increasing,High,98566.17,PhD,2,7949,5607,16.22,46.89,Canada,58.19
IT consultant,Healthcare,Increasing,High,100579.24,Associate Degree,18,8924,7419,53.68,23.63,USA,53.08
"Radiographer, diagnostic",Manufacturing,Increasing,High,91304.93,Master’s Degree,6,498,8022,56.43,40.78,Brazil,34.74
Product manager,Healthcare,Increasing,Low,86000.38,Bachelor’s Degree,7,2601,9536,90.07,71.97,USA,74.21
Company secretary,IT,Decreasing,Moderate,120652.32,PhD,1,3467,8575,79.8,20.72,China,59.1
Warehouse manager,Healthcare,Increasing,Moderate,106902.6,PhD,15,7222,6781,60.26,73.01,UK,68.13
"Exhibitions officer, museum/gallery",Manufacturing,Increasing,Moderate,80372.14,Associate Degree,11,5826,7447,7.08,47.33,USA,60.12
Environmental manager,Transportation,Decreasing,Moderate,102236.51,Bachelor’s Degree,18,6459,5138,74.9,0.0,Brazil,49.17
Publishing rights manager,Finance,Decreasing,Low,129102.04,Bachelor’s Degree,10,5935,9834,1.83,0.0,India,72.16
Product/process development scientist,Manufacturing,Decreasing,Low,84829.89,Bachelor’s Degree,0,6113,1222,54.88,26.69,Germany,47.12
Manufacturing systems engineer,Finance,Increasing,Low,134865.89,PhD,11,3345,8345,89.91,26.82,Brazil,20.12
Audiological scientist,Education,Decreasing,Low,75614.16,Bachelor’s Degree,4,5893,7192,15.84,63.22,China,74.32
"Pharmacist, community",Education,Increasing,Moderate,64031.78,High School,5,8544,625,89.78,35.97,UK,29.03
Music tutor,Education,Increasing,Low,87011.83,Bachelor’s Degree,8,4677,8034,40.65,38.0,China,54.52
"Librarian, public",Retail,Increasing,High,88529.93,Bachelor’s Degree,7,5375,3604,81.85,10.72,India,68.85
"Education officer, environmental",IT,Increasing,High,152242.38,PhD,20,6571,8184,27.49,29.23,Canada,27.42
Personal assistant,Transportation,Increasing,High,80452.29,High School,13,4070,2529,66.92,37.9,India,54.61
"Designer, television/film set",Transportation,Decreasing,Low,65479.51,High School,8,5418,8199,30.9,76.46,Australia,69.18
Forest/woodland manager,Finance,Increasing,High,121941.45,Bachelor’s Degree,19,6840,8256,75.45,48.18,China,53.21
Geophysical data processor,IT,Increasing,High,134582.77,Bachelor’s Degree,19,226,8568,8.57,12.09,Germany,51.55
Comptroller,Education,Increasing,High,103176.12,Bachelor’s Degree,20,1766,2064,92.92,22.86,Australia,53.06
Best boy,Transportation,Decreasing,Moderate,94350.36,Bachelor’s Degree,20,6493,3595,63.83,73.75,Brazil,27.2
"Psychologist, counselling",Retail,Increasing,High,84087.78,High School,13,2975,9996,58.35,0.09,Canada,71.94
"Administrator, sports",Education,Increasing,Moderate,109184.5,PhD,13,1871,3751,74.74,41.8,Australia,78.8
Automotive engineer,Transportation,Increasing,High,82801.43,Associate Degree,15,4088,8239,44.11,52.31,UK,53.78
Commercial art gallery manager,Retail,Increasing,Low,89053.3,PhD,0,824,8321,47.27,43.92,Canada,58.31
"Pilot, airline",IT,Increasing,Moderate,95336.43,Bachelor’s Degree,0,9789,167,59.69,30.37,USA,58.08
Armed forces logistics/support/administrative officer,Education,Decreasing,Low,79191.97,Master’s Degree,1,631,8294,70.94,76.58,Germany,25.03
Theatre director,IT,Decreasing,Moderate,98938.52,High School,10,4598,2363,15.23,40.01,Canada,31.79
Architect,Manufacturing,Increasing,High,95419.04,PhD,6,3410,4890,80.0,21.86,UK,57.7
Fitness centre manager,Retail,Decreasing,High,77511.66,High School,11,6151,4182,28.25,39.94,Brazil,57.55
Purchasing manager,Finance,Increasing,Moderate,119619.51,PhD,13,1074,8185,94.61,64.9,Canada,30.29
"Psychologist, educational",Finance,Increasing,High,93147.2,High School,10,3545,8773,48.69,34.72,Brazil,56.3
Clinical cytogeneticist,Retail,Increasing,Moderate,97229.78,PhD,18,4318,6430,55.57,72.91,China,28.74
Water engineer,Education,Increasing,Moderate,70367.77,High School,8,6081,3996,93.53,70.83,Canada,51.78
Tour manager,IT,Increasing,Low,125631.24,Bachelor’s Degree,20,7501,2428,23.94,56.06,Germany,31.74
"Therapist, sports",Transportation,Increasing,Low,74906.66,High School,5,6217,443,91.7,43.01,UK,46.19
Early years teacher,Retail,Decreasing,Moderate,55920.65,High School,4,9004,6553,92.17,76.55,Brazil,45.34
Hotel manager,Transportation,Increasing,Moderate,88852.65,Master’s Degree,1,8977,5198,65.95,8.53,Australia,73.24
"Nurse, adult",Healthcare,Increasing,Low,93203.5,Associate Degree,7,546,3271,46.72,27.23,Brazil,56.15
Art gallery manager,Finance,Decreasing,Low,111733.7,Associate Degree,11,7610,4224,21.56,30.84,Germany,29.34
Sales promotion account executive,Entertainment,Increasing,High,106474.76,Bachelor’s Degree,20,6568,6161,99.75,0.0,Canada,40.77
Air traffic controller,IT,Increasing,Moderate,94934.14,High School,13,5134,3285,45.79,78.27,China,26.29
Data processing manager,Healthcare,Increasing,Low,92238.26,Master’s Degree,7,5230,7120,84.38,74.96,China,50.29
Hydrologist,Education,Increasing,Moderate,68629.53,Bachelor’s Degree,3,1918,2441,80.76,62.41,Germany,77.4
Bookseller,Transportation,Increasing,High,78553.54,Bachelor’s Degree,12,6027,4610,17.25,80.75,UK,30.56
Careers information officer,Finance,Increasing,Moderate,121688.21,Master’s Degree,8,2425,9793,63.54,16.61,Canada,26.15
Claims inspector/assessor,Manufacturing,Increasing,Moderate,110504.49,Master’s Degree,19,1222,732,63.66,47.46,China,65.22
Corporate treasurer,Entertainment,Increasing,Moderate,108231.12,PhD,3,4989,3209,18.54,21.6,Australia,29.97
"Engineer, biomedical",Manufacturing,Increasing,Moderate,91174.2,Master’s Degree,10,8585,1161,86.22,86.18,India,53.5
Operational researcher,IT,Increasing,Moderate,132325.9,PhD,9,5383,2445,44.11,36.65,China,63.21
Gaffer,IT,Increasing,Moderate,89663.15,High School,11,5163,2751,9.75,63.87,Brazil,29.4
Aeronautical engineer,Education,Increasing,High,69135.69,Associate Degree,8,3947,122,2.15,60.58,Germany,42.99
Osteopath,Healthcare,Decreasing,High,99145.71,Master’s Degree,13,3228,5587,81.45,83.9,China,24.22
Film/video editor,Retail,Increasing,Low,77523.92,Master’s Degree,6,1582,5215,39.83,94.44,UK,52.92
Television/film/video producer,Finance,Increasing,High,99621.06,Bachelor’s Degree,13,1267,2726,67.64,84.84,Australia,77.19
Dealer,Transportation,Increasing,Moderate,86474.62,PhD,9,5966,4271,38.23,87.55,India,69.5
Television production assistant,Finance,Decreasing,High,106573.56,Associate Degree,10,9375,3476,67.2,40.51,UK,51.65
"Journalist, newspaper",Transportation,Decreasing,High,93571.38,Master’s Degree,3,1182,532,92.71,28.78,Canada,52.05
Warden/ranger,Finance,Decreasing,Moderate,81647.68,High School,10,1069,7175,57.95,74.13,USA,39.23
Garment/textile technologist,Entertainment,Decreasing,Moderate,86034.77,Associate Degree,12,188,643,56.76,78.61,Germany,63.62
"Scientist, physiological",Finance,Increasing,Moderate,107070.3,Master’s Degree,2,8390,8664,4.87,0.07,Australia,70.25
Telecommunications researcher,Finance,Decreasing,Low,103954.05,Associate Degree,0,1760,9935,45.99,0.0,China,59.6
Chemical engineer,Finance,Increasing,Low,117582.17,Associate Degree,11,3380,235,9.94,34.92,Brazil,30.27
"Scientist, clinical (histocompatibility and immunogenetics)",IT,Increasing,Low,129137.97,Master’s Degree,20,4937,9615,67.07,66.08,Australia,56.01
Biomedical scientist,Retail,Decreasing,Moderate,98595.53,Associate Degree,17,5518,4269,88.1,32.92,China,42.98
"Production assistant, radio",Finance,Decreasing,Moderate,73479.92,High School,0,3161,9772,20.37,59.95,Brazil,61.7
Hospital doctor,Manufacturing,Increasing,High,89556.89,Master’s Degree,11,8889,1309,85.99,79.6,India,41.18
"Biochemist, clinical",Entertainment,Increasing,Moderate,89285.45,Bachelor’s Degree,13,6426,1520,52.16,78.88,UK,59.43
Bonds trader,IT,Decreasing,Moderate,115109.21,Associate Degree,13,8698,6355,66.78,0.0,USA,75.14
"Teacher, primary school",Education,Increasing,Low,60419.59,Associate Degree,4,3909,747,14.93,78.92,UK,56.91
Diplomatic Services operational officer,IT,Decreasing,Moderate,80497.84,High School,4,5268,5660,0.05,49.81,China,74.54
Quality manager,Healthcare,Decreasing,High,73134.69,Associate Degree,1,5808,2748,34.22,52.95,Brazil,59.97
Civil Service fast streamer,Healthcare,Decreasing,High,76969.43,Associate Degree,8,6839,9414,12.59,67.24,Australia,76.83
Nutritional therapist,IT,Decreasing,High,104769.32,Bachelor’s Degree,10,7667,1635,99.32,87.54,USA,46.49
Marine scientist,Retail,Decreasing,High,105608.7,Bachelor’s Degree,15,7273,8502,92.61,27.11,Australia,68.45
"Scientist, forensic",IT,Increasing,Moderate,152845.8,PhD,19,1868,7854,97.97,0.0,USA,50.91
Equities trader,Manufacturing,Increasing,Low,106957.97,PhD,18,1544,8709,47.64,67.35,USA,59.37
"Loss adjuster, chartered",Education,Increasing,Low,102906.91,PhD,9,9703,8068,71.87,32.75,UK,63.83
"Engineer, building services",Healthcare,Decreasing,Moderate,92009.94,Master’s Degree,4,3434,2599,20.88,90.58,Brazil,27.27
Airline pilot,Healthcare,Decreasing,Moderate,111440.94,PhD,19,714,8689,59.89,46.4,Germany,37.31
Theatre director,Retail,Decreasing,Moderate,92029.8,Bachelor’s Degree,6,2657,8744,70.1,30.32,UK,32.31
Purchasing manager,Manufacturing,Increasing,Low,73769.3,High School,2,2482,2203,67.52,45.33,Germany,77.8
Gaffer,Retail,Increasing,High,112426.02,PhD,19,8836,1676,3.72,16.3,India,59.33
Financial controller,Healthcare,Increasing,High,94279.09,Bachelor’s Degree,14,1443,3339,52.46,78.4,USA,35.31
Armed forces training and education officer,Retail,Decreasing,High,99713.89,Bachelor’s Degree,18,2129,7713,17.2,66.13,China,29.15
Administrator,IT,Decreasing,Low,111113.29,Bachelor’s Degree,7,4313,4777,63.5,5.49,Germany,50.22
Quality manager,Education,Increasing,Low,95581.36,Master’s Degree,14,9295,7119,7.97,62.39,Canada,32.1
Environmental manager,IT,Increasing,Low,95993.88,High School,8,6456,4488,2.95,46.74,USA,33.8
Sales promotion account executive,Education,Increasing,Moderate,69708.32,Associate Degree,3,6231,9452,40.9,1.07,China,22.12
Veterinary surgeon,Finance,Increasing,Low,125105.33,Master’s Degree,12,1637,2202,92.71,44.99,India,34.57
Patent attorney,Education,Increasing,High,111265.59,Master’s Degree,14,9327,5884,46.54,0.0,Australia,39.89
"Programmer, systems",Finance,Decreasing,Moderate,123870.06,PhD,7,827,6310,17.99,0.98,China,25.8
Sport and exercise psychologist,Manufacturing,Increasing,High,73520.98,High School,11,3551,1712,73.94,69.02,UK,26.64
"Surveyor, quantity",Healthcare,Decreasing,Moderate,82886.64,Bachelor’s Degree,9,4848,8573,93.12,59.42,Germany,26.57
Research scientist (life sciences),IT,Increasing,Low,112628.03,Bachelor’s Degree,4,6080,2848,54.49,3.61,Brazil,22.55
Nutritional therapist,Finance,Increasing,Low,118656.57,Associate Degree,19,4240,9953,84.58,0.0,China,51.31
Magazine features editor,Transportation,Increasing,High,70230.31,High School,7,2429,4935,56.51,32.6,China,69.27
"Engineer, maintenance",Healthcare,Decreasing,Moderate,87737.35,Associate Degree,6,7247,4789,97.47,23.22,Germany,27.58
"Engineer, electronics",Manufacturing,Increasing,Moderate,93400.16,Bachelor’s Degree,6,2295,2612,55.63,10.74,UK,59.17
Orthoptist,Manufacturing,Increasing,Low,101592.04,Master’s Degree,6,2726,1174,18.86,1.14,Germany,52.37
Chartered loss adjuster,Education,Decreasing,High,102838.63,Master’s Degree,12,1764,1413,86.34,25.29,UK,68.72
Geophysical data processor,Retail,Decreasing,Moderate,82500.85,Associate Degree,12,8084,552,39.21,53.69,China,76.06
"Psychotherapist, dance movement",Transportation,Decreasing,Low,92753.58,Master’s Degree,6,3485,477,47.85,27.72,Australia,35.98
Podiatrist,Entertainment,Increasing,Low,79554.12,Associate Degree,6,6046,2904,11.47,13.51,USA,76.73
"Merchandiser, retail",Retail,Increasing,High,103911.19,Bachelor’s Degree,13,7913,2749,74.91,0.0,Germany,36.2
Emergency planning/management officer,Manufacturing,Increasing,Moderate,112162.36,PhD,12,9953,357,69.32,0.45,USA,22.41
Set designer,Finance,Increasing,Low,137478.06,PhD,16,1837,4168,71.96,0.0,UK,20.61
Product designer,Manufacturing,Decreasing,High,82392.99,Associate Degree,10,8264,5623,73.74,90.57,Germany,23.84
"Surveyor, minerals",Retail,Decreasing,High,75693.55,Bachelor’s Degree,1,1304,2587,92.99,1.35,UK,66.2
Sales executive,Entertainment,Increasing,Moderate,109626.99,PhD,18,305,319,29.73,0.0,China,64.81
Civil Service administrator,Education,Increasing,Moderate,83992.69,High School,13,6200,2640,32.91,23.81,India,39.1
"Nurse, learning disability",Education,Increasing,High,99561.76,Bachelor’s Degree,18,2622,278,50.49,0.0,USA,79.06
Naval architect,Retail,Decreasing,Moderate,94494.03,PhD,10,6684,8390,60.5,85.74,Brazil,40.99
Risk manager,Entertainment,Decreasing,Low,101015.37,Associate Degree,14,4396,2166,54.57,9.43,UK,28.15
Regulatory affairs officer,IT,Increasing,Low,132522.07,Master’s Degree,15,3264,4945,60.74,14.49,Brazil,28.9
Mental health nurse,Education,Increasing,Low,104898.5,PhD,18,9882,5731,87.5,70.22,China,25.59
Radio producer,Entertainment,Decreasing,Low,104659.08,PhD,10,1477,2185,94.03,47.3,Canada,68.73
Horticultural consultant,Retail,Increasing,Moderate,75008.99,High School,12,6611,9999,91.44,54.78,Australia,59.51
Operational researcher,Healthcare,Decreasing,High,96021.69,Master’s Degree,6,5072,9150,46.62,41.19,UK,26.88
Statistician,Finance,Decreasing,Moderate,134073.15,PhD,11,5258,9315,86.82,0.0,Australia,56.0
Armed forces logistics/support/administrative officer,IT,Increasing,Low,113424.25,PhD,10,3347,4353,83.86,84.33,Australia,76.08
Careers information officer,Healthcare,Decreasing,High,85848.01,Bachelor’s Degree,3,7007,6861,39.76,34.55,Brazil,78.81
Farm manager,Manufacturing,Increasing,High,67701.84,Associate Degree,1,390,9257,36.55,97.98,India,37.14
Food technologist,Retail,Increasing,Low,93821.21,Bachelor’s Degree,10,9502,1757,4.4,14.86,China,79.01
Museum/gallery curator,Healthcare,Increasing,Moderate,94237.43,Bachelor’s Degree,17,6785,6382,89.38,75.66,Germany,71.5
Television floor manager,Entertainment,Decreasing,Moderate,106523.99,Bachelor’s Degree,20,4411,8311,6.88,30.76,UK,26.68
Midwife,Healthcare,Increasing,Moderate,111124.8,PhD,20,7372,5842,90.5,1.61,India,23.69
Agricultural consultant,Manufacturing,Increasing,Moderate,98053.01,Associate Degree,13,7345,9051,47.06,43.07,Brazil,63.23
Electronics engineer,Education,Increasing,Low,101523.78,PhD,4,8475,5031,3.58,41.01,USA,53.5
Licensed conveyancer,Education,Decreasing,Moderate,81366.34,High School,12,9957,4125,60.92,20.22,Australia,64.58
Volunteer coordinator,Healthcare,Increasing,Low,109356.06,PhD,13,7432,7269,64.02,40.11,India,72.8
Production engineer,IT,Decreasing,Moderate,76825.69,High School,3,7680,2841,5.47,74.15,Australia,24.01
Translator,Finance,Increasing,Moderate,152607.02,PhD,19,7561,310,69.94,0.0,Australia,71.32
Farm manager,Transportation,Decreasing,High,78516.59,High School,18,7922,1872,50.68,60.44,UK,21.78
Exhibition designer,Education,Decreasing,Moderate,98483.13,PhD,16,3007,8574,48.43,64.84,USA,24.49
"Engineer, structural",Education,Increasing,High,83682.8,Associate Degree,15,2024,154,97.34,65.15,India,44.25
Pathologist,Entertainment,Increasing,Moderate,102463.78,Bachelor’s Degree,16,8081,4112,73.82,51.72,Australia,37.32
"Scientist, audiological",Entertainment,Decreasing,Moderate,108012.79,PhD,6,2057,5135,88.06,32.84,USA,61.27
Consulting civil engineer,Retail,Decreasing,Moderate,86272.51,Master’s Degree,0,9020,2019,72.48,39.19,China,54.94
Quantity surveyor,Education,Increasing,Low,86445.96,Associate Degree,7,3508,370,82.04,25.71,UK,60.14
"Secretary, company",Healthcare,Increasing,High,104601.43,Bachelor’s Degree,15,8804,1800,53.8,5.05,USA,46.33
Futures trader,Healthcare,Decreasing,Low,106352.47,Master’s Degree,16,4913,6532,22.15,67.74,China,56.24
Planning and development surveyor,Education,Increasing,Low,110671.92,Master’s Degree,20,6299,3491,66.91,35.23,Canada,30.53
"Editor, commissioning",Manufacturing,Decreasing,Low,81352.21,Associate Degree,7,9259,7894,28.05,28.12,USA,39.3
Television production assistant,Retail,Increasing,High,80374.36,Associate Degree,13,5069,3295,55.67,46.92,Australia,59.08
Software engineer,IT,Decreasing,High,108972.95,Bachelor’s Degree,6,2295,3177,49.87,40.45,Germany,47.99
Public house manager,IT,Increasing,Low,115800.85,Associate Degree,20,8320,5092,18.49,12.58,Germany,52.1
Lobbyist,Healthcare,Increasing,Moderate,110422.72,Associate Degree,20,5015,3669,9.24,34.09,Germany,48.38
Purchasing manager,IT,Increasing,Low,118139.17,High School,15,4940,6578,83.09,0.0,India,46.73
Merchant navy officer,Manufacturing,Increasing,Moderate,78573.6,Bachelor’s Degree,7,5804,5493,34.35,20.24,Canada,53.41
Financial adviser,Retail,Decreasing,Low,59326.15,High School,7,9280,3707,91.83,64.43,Australia,65.28
"Embryologist, clinical",Education,Increasing,Low,93097.32,Associate Degree,11,1210,1800,88.36,41.09,USA,53.72
Artist,Manufacturing,Decreasing,Low,112111.75,Bachelor’s Degree,16,5324,3152,34.49,42.82,Canada,31.88
"Research officer, trade union",Manufacturing,Increasing,Moderate,111362.14,Master’s Degree,15,132,6027,21.51,0.0,India,51.84
"Psychologist, sport and exercise",Education,Decreasing,High,85116.6,Bachelor’s Degree,15,2490,8573,54.24,57.38,Canada,66.82
Financial trader,Entertainment,Increasing,Low,84462.08,Associate Degree,7,9081,4345,76.82,21.59,India,48.34
"Surveyor, land/geomatics",Finance,Decreasing,Low,104645.04,Master’s Degree,1,9915,4098,57.01,59.57,UK,37.39
"Runner, broadcasting/film/video",Education,Decreasing,Low,62392.98,High School,7,1577,1282,93.32,60.55,India,65.02
Warehouse manager,Healthcare,Increasing,Low,92020.32,Master’s Degree,1,2435,1765,75.19,59.56,Germany,24.91
